File.Name	Precursors.Identified	Proteins.Identified	Total.Quantity	MS1.Signal	MS2.Signal	FWHM.Scans	FWHM.RT	Median.Mass.Acc.MS1	Median.Mass.Acc.MS1.Corrected	Median.Mass.Acc.MS2	Median.Mass.Acc.MS2.Corrected	MS2.Mass.Instability	Normalisation.Instability	Median.RT.Prediction.Acc	Average.Peptide.Length	Average.Peptide.Charge	Average.Missed.Tryptic.Cleavages	Group	Filename	Subfolder	Root	Peptides.Identified	Organism	Taxonomic ID (NCBI)	Database	Proteome_ID	Strain_ID_Experiment	Strain_ID_UniProt	Total.Protein.Number.Ref	Protein.Identification.Rate
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_similipneumoniae_53_1-16-2024_4153.d	26959	2642	1629600000.0	22421887717	704601349136	2.241	0.035	2.53555	1.69158	1.74838	1.66701	0	0	0.113848	14.814	2.463	0.191	100SPD_DIA	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA100_4153_report.stats.tsv	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA100_4153	Probe 1-96_100SPD_diaPASEF_diann_res	22036	Klebsiella quasipneumoniae_ssp_similipneumoniae	1667327	UniProt	UP001058353	DSM 28212(T)	KAM644	5913	44.68121089125655
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Stenotrophomonas_maltophilia___28_1-16-2024_4103.d	20080	2182	1117910000.0	18588775037	507747342894	2.349	0.037	1.70971	1.54494	1.5318	1.53219	0	0	0.103609	14.164	2.422	0.16	100SPD_DIA	100_Stenotrophomonas_maltophilia_DSM50170_DIA100_4103_report.stats.tsv	100_Stenotrophomonas_maltophilia_DSM50170_DIA100_4103	Probe 1-96_100SPD_diaPASEF_diann_res	16834	Stenotrophomonas maltophilia	40324	UniProt	UP000001867	DSM 50170(T)	R551-3	4026	54.19771485345256
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_quasipneumoniae_59_1-16-2024_4165.d	29242	2806	1745680000.0	23865643763	796591439102	2.271	0.035	2.50999	1.75603	1.79866	1.6964	0	0	0.119358	14.988	2.471	0.201	100SPD_DIA	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA100_4165_report.stats.tsv	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA100_4165	Probe 1-96_100SPD_diaPASEF_diann_res	23770	Klebsiella quasipneumoniae_ssp_quasipneumoniae	1667327	UniProt	UP001058353	DSM 28211(T)	KAM644	5913	47.454760696769824
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Enterococcus_faecium__8_1-15-2024_4063.d	16723	1485	1199800000.0	18849421134	537187218460	2.287	0.036	1.52149	1.46127	2.16261	1.6127	0	0	0.106171	14.035	2.435	0.233	100SPD_DIA	111_Enterococcus_faecium_DSM20477_DIA100_4063_report.stats.tsv	111_Enterococcus_faecium_DSM20477_DIA100_4063	Probe 1-96_100SPD_diaPASEF_diann_res	13717	Enterococcus faecium	1352	UniProt	UP000010553	DSM 20477(T)	E1590	2877	51.6162669447341
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_amalonaticus_35_1-16-2024_4117.d	15326	1948	989019000.0	20001382947	572895059052	2.335	0.036	1.7942	1.46612	1.6143	1.61437	0	0	0.121986	14.051	2.425	0.171	100SPD_DIA	116_Citrobacter_amalonaticus_DSM4593_DIA100_4117_report.stats.tsv	116_Citrobacter_amalonaticus_DSM4593_DIA100_4117	Probe 1-96_100SPD_diaPASEF_diann_res	12763	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM  4593(T)	S1285	5139	37.90620743335279
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_amalonaticus_45_1-16-2024_4137.d	13273	1668	798600000.0	18075952431	471177873296	2.305	0.036	2.13385	1.61613	1.65989	1.65245	0	0	0.111566	14.019	2.43	0.176	100SPD_DIA	117_Citrobacter_amalonaticus_DSM17342_DIA100_4137_report.stats.tsv	117_Citrobacter_amalonaticus_DSM17342_DIA100_4137	Probe 1-96_100SPD_diaPASEF_diann_res	11028	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM 17342	S1285	5139	32.457676590776416
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_freundii_67_1-16-2024_4181.d	12454	1657	922282000.0	21276809693	641024689820	2.321	0.036	2.28604	1.51668	1.64411	1.59449	0	0	0.124403	14.004	2.417	0.188	100SPD_DIA	120_Citrobacter_freundii_DSM14984_DIA100_4181_report.stats.tsv	120_Citrobacter_freundii_DSM14984_DIA100_4181	Probe 1-96_100SPD_diaPASEF_diann_res	10305	Citrobacter freundii	546	UniProt	UP000001889	DSM 14984	ICC168	4792	34.57846410684474
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_freundii_69_1-16-2024_4185.d	11768	1547	878243000.0	21189129694	642940380402	2.295	0.036	2.09917	1.5451	1.78273	1.78284	0	0	0.121083	14.041	2.424	0.201	100SPD_DIA	123_Citrobacter_freundii_DSM24120_DIA100_4185_report.stats.tsv	123_Citrobacter_freundii_DSM24120_DIA100_4185	Probe 1-96_100SPD_diaPASEF_diann_res	9684	Citrobacter freundii	546	UniProt	UP000001889	DSM 24120	ICC168	4792	32.28297161936561
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_koseri_80_1-16-2024_4207.d	25961	2427	1445500000.0	20016415208	563612230984	2.302	0.036	1.8523	1.42875	1.67423	1.66215	0	0	0.117431	14.677	2.467	0.187	100SPD_DIA	126_Citrobacter_koseri_DSM4570_DIA100_4207_report.stats.tsv	126_Citrobacter_koseri_DSM4570_DIA100_4207	Probe 1-96_100SPD_diaPASEF_diann_res	21370	Citrobacter koseri	545	UniProt	UP000008148	DSM 4570	ATCC BAA-895	5019	48.35624626419606
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Citrobacter_koseri_64_1-16-2024_4175.d	26428	2438	1414360000.0	19634895771	547614315276	2.316	0.036	1.97757	1.41929	1.72852	1.68982	0	0	0.125494	14.68	2.467	0.195	100SPD_DIA	129_Citrobacter_koseri_DSM4596_DIA100_4175_report.stats.tsv	129_Citrobacter_koseri_DSM4596_DIA100_4175	Probe 1-96_100SPD_diaPASEF_diann_res	21809	Citrobacter koseri	545	UniProt	UP000008148	DSM 4596	ATCC BAA-895	5019	48.57541342896992
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Escherichia_coli__5_1-15-2024_4057.d	24711	2140	1608510000.0	20594764297	631736416194	2.339	0.036	1.72427	1.609	1.80216	1.628	0	0	0.109644	14.403	2.445	0.186	100SPD_DIA	130_Escherichia_coli_DSM30083_DIA100_4057_report.stats.tsv	130_Escherichia_coli_DSM30083_DIA100_4057	Probe 1-96_100SPD_diaPASEF_diann_res	20302	Escherichia coli	562	UniProt	UP000008205	DSM 30083(T)	E2348/69 / EPEC	4594	46.58249891162386
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_diphtheriae_66_1-16-2024_4179.d	18387	1481	1215260000.0	19105883560	535141683054	2.257	0.035	2.02693	1.62611	1.70713	1.68321	0	0	0.120401	14.975	2.501	0.202	100SPD_DIA	132_Corynebacterium_diphtheriae_DSM43988_DIA100_4179_report.stats.tsv	132_Corynebacterium_diphtheriae_DSM43988_DIA100_4179	Probe 1-96_100SPD_diaPASEF_diann_res	14669	Corynebacterium diphtheriae	1717	UniProt	UP000002198	DSM 43988	ATCC 700971	2265	65.38631346578366
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Haemophilus_influenzae__56_1-16-2024_4159.d	15709	1234	1188230000.0	19680699017	546381248532	2.233	0.035	2.30492	1.4356	1.74497	1.7029	0	0	0.128898	14.31	2.465	0.248	100SPD_DIA	133_Haemophilus_influenzae_DSM4690_DIA100_4159_report.stats.tsv	133_Haemophilus_influenzae_DSM4690_DIA100_4159	Probe 1-96_100SPD_diaPASEF_diann_res	12590	Haemophilus influenzae	727	UniProt	UP000000579	DSM 4690(T)	ATCC 51907	1704	72.41784037558685
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Haemophilus_influenzae__95_1-17-2024_4237.d	13153	1185	1007580000.0	19729358526	563209876028	2.277	0.035	2.41491	1.48032	1.68593	1.53729	0	0	0.124643	14.188	2.455	0.231	100SPD_DIA	135_Haemophilus_influenzae_DSM10000_DIA100_4237_report.stats.tsv	135_Haemophilus_influenzae_DSM10000_DIA100_4237	Probe 1-96_100SPD_diaPASEF_diann_res	10616	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10000	ATCC 51907	1704	69.54225352112677
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_diphtheriae_subsp_diphtheriae_32_1-16-2024_4111.d	17932	1492	1129320000.0	18049801140	481432179884	2.282	0.035	1.7322	1.40969	1.69854	1.70129	0	0	0.118713	14.842	2.491	0.195	100SPD_DIA	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA100_4111_report.stats.tsv	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA100_4111	Probe 1-96_100SPD_diaPASEF_diann_res	14469	Corynebacterium diphtheriae_ssp_diphtheriae	2315257	UniProt	UP000002198	DSM 44123(T)	ATCC 700971	2265	65.8719646799117
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Haemophilus_influenzae__91_1-17-2024_4229.d	15852	1241	1146890000.0	18213552038	484440581172	2.24	0.035	2.11579	1.40524	1.69443	1.66261	0	0	0.124837	14.226	2.46	0.216	100SPD_DIA	139_Haemophilus_influenzae_DSM10001_DIA100_4229_report.stats.tsv	139_Haemophilus_influenzae_DSM10001_DIA100_4229	Probe 1-96_100SPD_diaPASEF_diann_res	12733	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10001	ATCC 51907	1704	72.82863849765259
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_pseudotuberculosis__39_1-16-2024_4125.d	22206	1634	1448010000.0	19411712136	546329657920	2.309	0.036	2.02106	1.62934	1.75301	1.76443	0	0	0.118048	15.049	2.498	0.201	100SPD_DIA	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA100_4125_report.stats.tsv	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA100_4125	Probe 1-96_100SPD_diaPASEF_diann_res	17568	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 20689(T)	C231	2001	81.6591704147926
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Klebsiella_aerogenes__42_1-16-2024_4131.d	31532	2860	1572100000.0	20323029307	592494265976	2.304	0.036	2.17711	1.72056	1.72641	1.71091	0	0	0.118378	14.786	2.474	0.19	100SPD_DIA	142_Klebsiella_aerogenes_DSM30053_DIA100_4131_report.stats.tsv	142_Klebsiella_aerogenes_DSM30053_DIA100_4131	Probe 1-96_100SPD_diaPASEF_diann_res	26016	Klebsiella aerogenes	548	UniProt	UP000008881	DSM 30053(T)	DSM 30053	4909	58.26033815441026
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_pseudotuberculosis__89_1-17-2024_4225.d	19701	1555	1285500000.0	18511483104	514119474948	2.248	0.035	2.0035	1.33331	1.70143	1.68019	0	0	0.113277	14.918	2.507	0.206	100SPD_DIA	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA100_4225_report.stats.tsv	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA100_4225	Probe 1-96_100SPD_diaPASEF_diann_res	15632	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7177	C231	2001	77.71114442778611
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_pseudotuberculosis__86_1-17-2024_4219.d	19386	1551	1594300000.0	21367084178	647230831392	2.358	0.037	2.44491	1.59042	1.76456	1.71279	0	0	0.114375	14.97	2.489	0.211	100SPD_DIA	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA100_4219_report.stats.tsv	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA100_4219	Probe 1-96_100SPD_diaPASEF_diann_res	15242	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7178	C231	2001	77.5112443778111
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Corynebacterium_ulcerans___36_1-16-2024_4119.d	20700	1666	1266540000.0	17935685175	476930412916	2.304	0.036	1.7876	1.51892	1.64379	1.61624	0	0	0.125707	14.87	2.488	0.19	100SPD_DIA	150_Corynebacterium_ulcerans_DSM46325_DIA100_4119_report.stats.tsv	150_Corynebacterium_ulcerans_DSM46325_DIA100_4119	Probe 1-96_100SPD_diaPASEF_diann_res	16651	Corynebacterium ulcerans	65058	UniProt	UP000008886	DSM 46325(T)	809	2180	76.42201834862385
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Enterobacter_cloacae_subsp_cloacae_3_1-15-2024_4053.d	28502	2582	1627450000.0	20904850222	648778982864	2.34	0.036	1.73236	1.6145	1.91054	1.6742	0	0	0.122591	14.467	2.441	0.172	100SPD_DIA	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA100_4053_report.stats.tsv	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA100_4053	Probe 1-96_100SPD_diaPASEF_diann_res	23575	Enterobacter cloacae_ssp_cloacae	336306	UniProt	UP000053081	DSM 30054(T)	SMART_1094	5177	49.87444465906896
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Enterobacter_hormaechei_subsp_hoffmannii_13_1-15-2024_4073.d	27824	2367	1803620000.0	22812728925	771489173184	2.327	0.036	2.04605	1.75198	1.84864	1.61357	0	0	0.117625	14.554	2.458	0.215	100SPD_DIA	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA100_4073_report.stats.tsv	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA100_4073	Probe 1-96_100SPD_diaPASEF_diann_res	22629	Enterobacter hormaechei_ssp_hoffmannii	1812934	UniProt	UP000742934	DSM 14563(T)	90086	4641	51.00193923723335
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Enterobacter_hormaechei_subsp_hormaechei_12_1-15-2024_4071.d	28639	2510	1599940000.0	20422786784	628177495608	2.326	0.036	1.7278	1.61344	2.10694	1.7828	0	0	0.132229	14.547	2.455	0.202	100SPD_DIA	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA100_4071_report.stats.tsv	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA100_4071	Probe 1-96_100SPD_diaPASEF_diann_res	23638	Enterobacter hormaechei_ssp_hormaechei	301105	UniProt	UP000002984	DSM 12409(T)	ATCC 49162	4670	53.747323340471084
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Klebsiella_pneumoniae_subsp_pneumonia_57_1-16-2024_4161.d	28133	2708	1516570000.0	21070412365	629647839544	2.232	0.035	2.28752	1.57875	1.72496	1.72004	0	0	0.124723	14.886	2.477	0.2	100SPD_DIA	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA100_4161_report.stats.tsv	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA100_4161	Probe 1-96_100SPD_diaPASEF_diann_res	23046	Klebsiella pneumoniae_ssp_pneumonia	72407	UniProt	UP000007841	DSM 30104(T)	HS11286	5728	47.27653631284916
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Enterobacter_hormaechei_subsp_steigerwaltii_10_1-15-2024_4067.d	26436	2317	1664810000.0	22163769507	725531711524	2.279	0.035	1.7762	1.62124	1.82991	1.57309	0	0	0.1034	14.493	2.454	0.201	100SPD_DIA	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA100_4067_report.stats.tsv	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA100_4067	Probe 1-96_100SPD_diaPASEF_diann_res	21729	Enterobacter hormaechei_ssp_steigerwaltii	299766	UniProt	UP001182277	DSM 16691(T)	PEER 323	5338	43.40576995129262
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Leclercia_adecarboxylata___41_1-16-2024_4129.d	25704	2471	1266850000.0	18137631194	473433491076	2.237	0.035	1.96058	1.50384	1.86279	1.75428	0	0	0.120977	14.652	2.467	0.181	100SPD_DIA	173_Leclercia_adecarboxylata_DSM5077_DIA100_4129_report.stats.tsv	173_Leclercia_adecarboxylata_DSM5077_DIA100_4129	Probe 1-96_100SPD_diaPASEF_diann_res	21399	Leclercia adecarboxylata	83655	UniProt	UP001149314	DSM 5077(T)	Lac40	5281	46.790380609733006
/Probe 1-96_100SPD_diaPASEF/BacLandscape_100SPD_diaPASEF_Legionella_pneumophila_subsp_fraseri_65_1-16-2024_4177.d	16864	1794	967986000.0	18048837336	458627314710	2.301	0.036	1.75502	1.48333	1.74071	1.71727	0	0	0.119732	13.976	2.445	0.198	100SPD_DIA	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA100_4177_report.stats.tsv	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA100_4177	Probe 1-96_100SPD_diaPASEF_diann_res	13808	Legionella pneumophila_ssp_fraseri	91892	UniProt	UP000254631	DSM 7514(T)	NCTC12000	3072	58.3984375
